Id,SalePrice
1461,119029.13949495366
1462,153034.77868943536
1463,181011.21425071268
1464,197891.15049825836
1465,200308.08507586527
1466,166881.94247782667
1467,178263.22097340168
1468,160936.13712303957
1469,189803.4472870368
1470,121717.17830809053
1471,178841.89625937678
1472,97025.76700905149
1473,94192.4950086185
1474,142892.00228818686
1475,105541.6932381927
1476,357418.4631395205
1477,247012.27715232834
1478,302227.5311980354
1479,299969.0224954701
1480,468497.90169891826
1481,338099.28937279445
1482,214800.92515188883
1483,180414.27423567962
1484,163967.15690006927
1485,201236.5936333357
1486,192681.52019978227
1487,345843.5750910225
1488,238808.66734541245
1489,189161.57400139447
1490,244872.98028313214
1491,196737.65733380255
1492,92656.91811362906
1493,187964.51008892973
1494,302075.08660657756
1495,290620.42287261115
1496,236332.87248364507
1497,176429.9948619951
1498,181471.37546438596
1499,170629.256531807
1500,158035.16288608863
1501,172608.3846129681
1502,145678.20884481468
1503,293164.68363427283
1504,242973.77337522554
1505,227552.0049425513
1506,186408.6006109785
1507,236454.89750294707
1508,203467.75713794163
1509,160388.51984876674
1510,145314.98753223123
1511,158183.23167637654
1512,173560.244868102
1513,149655.7541289721
1514,157149.87406474457
1515,186629.4966282078
1516,155545.71121386823
1517,168821.42339685344
1518,130659.86131750296
1519,207668.52718801686
1520,127865.07745641649
1521,129325.70198636847
1522,175455.21149782534
1523,109981.69246983483
1524,123909.52685545622
1525,118222.6520033355
1526,109128.1836705242
1527,106946.35197367937
1528,134688.91778906254
1529,154409.54475926235
1530,192777.32527786258
1531,109275.80274562717
1532,98867.41490309728
1533,144591.76794309565
1534,127285.7461418199
1535,143517.15014463835
1536,107545.64039939546
1537,59228.29938932045
1538,152576.80344032665
1539,189750.5296268079
1540,92742.00995211098
1541,139288.19799636165
1542,138202.6650532782
1543,175039.91014338506
1544,89448.72726801112
1545,117430.95794811276
1546,142145.58641339483
1547,133293.49585450743
1548,139476.4374979244
1549,120734.07493845267
1550,138519.7652872237
1551,107092.6483866087
1552,135060.42210358538
1553,142469.36687702284
1554,116284.3657098544
1555,161111.20931706906
1556,87283.18448623149
1557,106603.94802398267
1558,106125.12249216648
1559,68846.05234926402
1560,130832.54899628273
1561,119504.92198408445
1562,131073.0722899652
1563,118688.9038064003
1564,153827.32100476744
1565,153844.49463559227
1566,237642.91108761067
1567,78308.63816477399
1568,246734.45233897405
1569,130742.095105705
1570,139331.48770126083
